TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3
Polygon,34036,34036,1,Rio Mequens,Rio Mequens,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1075.530101,1084.30230858,Not Applicable,0,Designated,1997,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RO,BRA,BRA
Polygon,352514,352514,1,Nonoai/Rio da Várzea,Nonoai/Rio da Várzea,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,164.154443,164.745279369,Not Applicable,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RS,BRA,BRA
Polygon,352364,352364,1,Aripuanã,Aripuanã,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,7506.49265,7536.19360267,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,352262,352262,1,Balaio,Balaio,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2572.814601,2587.7109085,Not Applicable,0,Designated,2009,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115539,115539,1,Kanamari do Rio Juruá,Kanamari do Rio Juruá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,5964.3364,6056.83611799,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115418,115418,1,Tenharim do Igarapé Preto,Tenharim do Igarapé Preto,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,874.131478,861.38893014,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,352460,352460,1,Pilad Rebuá,Pilad Rebuá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2.083702,2.17893409416,Not Applicable,0,Designated,1993,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MS,BRA,BRA
Polygon,67817,67817,1,Lagoa do Peixe,Lagoa do Peixe,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(v),0,0,0,344,231.112418254,Not Applicable,0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-RS,BRA,BRA
Polygon,352401,352401,1,Córrego João Pereira,Córrego João Pereira,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,31.623901,31.8563439784,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-CE,BRA,BRA
Polygon,352273,352273,1,Jaminaua/Envira,Jaminaua/Envira,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,806.181798,810.919610508,Not Applicable,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,94063,94063,1,Ilha do Bananal,Ilha do Bananal,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (vii),0,0,0,5623.12,5927.92230803,Not Applicable,0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,BR-TO,BRA,BRA
Polygon,94064,94064,1,Reentrancias Maranhenses,Reentrancias Maranhenses,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii) (viii),1,0,16901.239515,26809.11,26332.3480724,Not Reported,0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,Not Reported,BRA,BRA
Polygon,352482,352482,1,Dourados,Dourados,Reserva Indígena,Indigenous Reserve,National,Not Reported,Not Applicable,0,0,0,34.745957,34.6201258311,Not Applicable,0,Designated,1966,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MS,BRA,BRA
Polygon,352396,352396,1,Badjonkore,Badjonkore,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2219.816373,2235.20917588,Not Applicable,0,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PA,BRA,BRA
Polygon,34004,34004,1,Kayapó,Kayapó,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,32840.049719,33047.351583,Not Applicable,0,Designated,1989,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PA,BRA,BRA
Polygon,33812,33812,1,Waiãpi,Waiãpi,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,6070.172404,6086.0670667,Not Applicable,0,Designated,1997,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AP,BRA,BRA
Polygon,555542777,555542777,1,"Reserva Particular del Patrimonio Natural (RPPN) “Fazenda Rio Negro""","Reserva Particular del Patrimonio Natural (RPPN) “Fazenda Rio Negro""","Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv),0,0,0,70,70.3426568246,Not Applicable,0,Designated,2009,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,BR-MS,BRA,BRA
Polygon,555542778,555542778,1,Rio Doce State Park,Rio Doce State Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii),0,0,0,359.73,361.849120447,Not Applicable,0,Designated,2010,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-MG,BRA,BRA
Polygon,67816,67816,1,Pantanal Matogrossense,Pantanal Matogrossense,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (iii) (vii),0,0,0,1350,918.708933061,Not Applicable,0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,BR-MT,BRA,BRA
Polygon,95320,95320,1,Mamirauá,Mamirauá,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vii) (viii),0,0,0,11240,11551.4993567,Not Applicable,0,Designated,1993,Not Reported,Not Reported,Not Reported,Management plan is implented and available,State Verified,1856,BR-AM,BRA,BRA
Polygon,555624190,555624190,1,Atol das Rocas Biological Reserve,Atol das Rocas Biological Reserve,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i) (ii) (iii) (iv) (v) (vi) (vii) (viii),1,0,351.8641,351.8641,354.217684622,Not Reported,0,Designated,2015,Not Reported,Not Reported,Not Reported,https://rsis.ramsar.org/ris/2259,State Verified,1856,Not Reported,BRA,BRA
Polygon,352353,352353,1,Rio Pardo,Rio Pardo,Indigenous Area,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1663.07484,1666.83858688,Not Applicable,0,Designated,2004,Indigenous peoples,Communal,Not Reported,Not Reported,State Verified,707,BR-AM,BRA,BRA
Polygon,352560,352560,1,Jaraguá,Jaraguá,Indigenous Area,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,0.01771,0.0177154177395,Not Applicable,0,Designated,1998,Indigenous peoples,Communal,Not Reported,Not Reported,State Verified,707,BR-SP,BRA,BRA
Polygon,352592,352592,1,Jeripancó,Jeripancó,Indigenous Area,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,6.65875,6.67347056111,Not Applicable,0,Designated,2005,Indigenous peoples,Communal,Not Reported,Not Reported,State Verified,707,BR-AL,BRA,BRA
Polygon,33946,33946,1,Areões,Areões,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2185.15,1813.48981848,Not Applicable,0,Designated,1997,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,352542,352542,1,Rio dos Pardos,Rio dos Pardos,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,7.582614,7.61350886072,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-SC,BRA,BRA
Polygon,33976,33976,1,Sangradouro/Volta Grande,Sangradouro/Volta Grande,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1002.803969,1030.51959469,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,352406,352406,1,Atikum,Atikum,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,162.901893,164.084334575,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PE,BRA,BRA
Polygon,34030,34030,1,Igarapé Lage,Igarapé Lage,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1073.211789,1080.03759078,Not Applicable,0,Designated,1981,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RO,BRA,BRA
Polygon,33977,33977,1,Santana,Santana,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,354.7,360.444059702,Not Applicable,0,Designated,1991,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,352440,352440,1,Carretão I,Carretão I,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,16.664512,17.0951386712,Not Applicable,0,Designated,1991,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-GO,BRA,BRA
Polygon,33984,33984,1,Tapirapé/Karajá,Tapirapé/Karajá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,661.66,664.868659864,Not Applicable,0,Designated,2005,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,352438,352438,1,Karajá de Aruanã I,Karajá de Aruanã I,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,0.142569,0.143642281998,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-GO,BRA,BRA
Polygon,352436,352436,1,Karajá de Aruanã III,Karajá de Aruanã III,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,7.051748,7.10097964351,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-GO,BRA,BRA
Polygon,34032,34032,1,Igarapé Ribeirão,Igarapé Ribeirão,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,478.633178,481.613405299,Not Applicable,0,Designated,1981,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RO,BRA,BRA
Polygon,115700,115700,1,Pequizal,Pequizal,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,98.868211,98.5047174124,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,34052,34052,1,Bom Jesus,Bom Jesus,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,8.591271,8.81776803318,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,33744,33744,1,Kaxinawá Nova Olinda,Kaxinawá Nova Olinda,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,275.333987,259.72787678,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,115992,115992,1,Jacaré de São Domingos,Jacaré de São Domingos,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,50.322431,50.6371989045,Not Applicable,0,Designated,1995,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PB,BRA,BRA
Polygon,352441,352441,1,Massacara,Massacara,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,80.200802,80.7476832412,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-BA,BRA,BRA
Polygon,352269,352269,1,Krenak,Krenak,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,40.398241,39.901265163,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MG,BRA,BRA
Polygon,352355,352355,1,Pinatuba,Pinatuba,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,295.649382,298.455126703,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115512,115512,1,Alto Sepatini,Alto Sepatini,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,260.956979,262.313740838,Not Applicable,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115570,115570,1,Paumari do Cuniua,Paumari do Cuniua,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,428.280481,430.948856156,Not Applicable,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,352522,352522,1,Faxinal,Faxinal,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,20.438948,18.934888039,Not Applicable,0,Designated,1991,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PR,BRA,BRA
Polygon,352294,352294,1,Sapotal,Sapotal,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,12.644661,12.7360267383,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,34020,34020,1,Funil,Funil,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,157.037974,159.384243373,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-TO,BRA,BRA
Polygon,33909,33909,1,Évare I,Évare I,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,5481.775963,5520.65234329,Not Applicable,0,Designated,2010,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115574,115574,1,Rio Manicoré,Rio Manicoré,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,194.81,194.612667449,Not Applicable,0,Designated,2007,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,33865,33865,1,Ipixuna,Ipixuna,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2153.621079,2167.38051862,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,115518,115518,1,Boa Vista - AM,Boa Vista - AM,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1.332989,1.34187189212,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,34075,34075,1,Raposa Serra do Sol,Raposa Serra do Sol,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,17474.647832,17564.9858604,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,33928,33928,1,Awa,Awa,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1165.829182,1177.67294219,Not Applicable,0,Designated,2009,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MA,BRA,BRA
Polygon,33931,33931,1,Caru,Caru,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1726.673777,1719.99777177,Not Applicable,0,Designated,1983,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MA,BRA,BRA
Polygon,33868,33868,1,Jatuarana,Jatuarana,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,52.517956,51.2869297903,Not Applicable,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,33898,33898,1,Recreio/São Félix,Recreio/São Félix,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2.51051,2.40456518435,Not Applicable,0,Designated,1995,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,352584,352584,1,Kambiwá,Kambiwá,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,314.953123,317.13647896,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PE,BRA,BRA
Polygon,33738,33738,1,Rio Gregório,Rio Gregório,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,928.59749,934.947765354,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,352519,352519,1,Guarani do Aguapeu,Guarani do Aguapeu,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,43.722599,43.9268810142,Not Applicable,0,Designated,2004,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-SP,BRA,BRA
Polygon,352267,352267,1,Pankararé,Pankararé,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,295.973322,295.9636463,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-BA,BRA,BRA
Polygon,352555,352555,1,Comboios,Comboios,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,1,0,10.694591,29.836511,30.0169723597,Not Reported,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-ES,BRA,BRA
Polygon,352268,352268,1,Brejo do Burgo,Brejo do Burgo,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,179.248496,180.511411952,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-BA,BRA,BRA
Polygon,352453,352453,1,Maxacali,Maxacali,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,53.056719,53.2932297786,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MG,BRA,BRA
Polygon,352557,352557,1,Pau Brasil,Pau Brasil,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,15.79,15.8855300578,Not Applicable,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-ES,BRA,BRA
Polygon,34074,34074,1,Raimundão,Raimundão,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,42.768088,42.8421111899,Not Applicable,0,Designated,1998,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,352527,352527,1,Rio Areia,Rio Areia,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,13.523784,13.5887898695,Not Applicable,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PR,BRA,BRA
Polygon,33743,33743,1,Kulina Igarapé do Pau,Kulina Igarapé do Pau,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,455.90937,458.615367693,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,352576,352576,1,Pacheca,Pacheca,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,18.52205,18.5907133374,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RS,BRA,BRA
Polygon,352573,352573,1,Salto Grande do Jacuí,Salto Grande do Jacuí,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2.349641,2.35645593947,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RS,BRA,BRA
Polygon,10801,10801,1,Parque do Tumucumaque,Parque do Tumucumaque,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,30710.678764,30920.441582,Not Applicable,0,Designated,1980,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,HN-AT,BRA,BRA
Polygon,34849,34849,1,Rio Paru D'Este,Rio Paru D'Este,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,11957.857917,12026.8068833,Not Applicable,0,Designated,1998,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PA,BRA,BRA
Polygon,33725,33725,1,Jaminawa do Igarapé Preto,Jaminawa do Igarapé Preto,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,256.516167,258.200760949,Not Applicable,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,352589,352589,1,Kantaruré,Kantaruré,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,18.11867,18.2867630251,Not Applicable,0,Designated,2001,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-BA,BRA,BRA
Polygon,352507,352507,1,Barão de Antonina,Barão de Antonina,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,37.50722,37.7678278369,Not Applicable,0,Designated,1998,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PR,BRA,BRA
Polygon,34047,34047,1,Aningal,Aningal,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,76.270391,77.1789737337,Not Applicable,0,Designated,1995,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,352299,352299,1,Kampa do Igarapé Primavera,Kampa do Igarapé Primavera,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,219.872303,220.964929917,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AC,BRA,BRA
Polygon,352365,352365,1,Kwazá do Rio São Pedro,Kwazá do Rio São Pedro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,167.998763,169.070550388,Not Applicable,0,Designated,2003,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RO,BRA,BRA
Polygon,33968,33968,1,Perigara,Perigara,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,107.404115,108.671338881,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,34665,34665,1,Arara,Arara,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2740.10024,2767.17975492,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PA,BRA,BRA
Polygon,33809,33809,1,Galibi,Galibi,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,66.891928,63.3237198928,Not Applicable,0,Designated,1983,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AP,BRA,BRA
Polygon,34048,34048,1,Anta,Anta,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,31.738226,32.8533312515,Not Applicable,0,Designated,1995,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,352502,352502,1,Avá-Guarani do Ocoí,Avá-Guarani do Ocoí,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2.31887,2.64901398169,Not Applicable,0,Designated,1983,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PR,BRA,BRA
Polygon,352523,352523,1,Ivai,Ivai,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,73.063478,73.5002871551,Not Applicable,0,Designated,1999,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-PR,BRA,BRA
Polygon,352366,352366,1,Rio Omerê,Rio Omerê,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,261.771864,263.293228666,Not Applicable,0,Designated,2006,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RO,BRA,BRA
Polygon,33942,33942,1,Apiaka/Kayabi,Apiaka/Kayabi,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1092.453822,1103.09584004,Not Applicable,0,Designated,1988,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,34049,34049,1,Araça,Araça,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,500.183,512.799143037,Not Applicable,0,Designated,1995,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RR,BRA,BRA
Polygon,352274,352274,1,Arara do Rio Branco,Arara do Rio Branco,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,1148.424748,1153.87765957,Not Applicable,0,Designated,1998,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MT,BRA,BRA
Polygon,33927,33927,1,Arariboia,Arariboia,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,4132.880472,4165.61131818,Not Applicable,0,Designated,1996,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MA,BRA,BRA
Polygon,352531,352531,1,Cacique Doble,Cacique Doble,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,44.262833,44.6948005287,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RS,BRA,BRA
Polygon,352546,352546,1,Carreteiro,Carreteiro,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,6.029751,6.02506527731,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-RS,BRA,BRA
Polygon,352497,352497,1,Cerrito,Cerrito,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,19.509806,19.1325386955,Not Applicable,0,Designated,1994,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MS,BRA,BRA
Polygon,115566,115566,1,Parana do Boa Boa,Parana do Boa Boa,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,2405.458478,2461.57134338,Not Applicable,0,Designated,2002,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-AM,BRA,BRA
Polygon,352487,352487,1,Guaimbé,Guaimbé,Terra Indígena,Indigenous Area,National,Not Reported,Not Applicable,0,0,0,7.169316,7.44558963814,Not Applicable,0,Designated,1984,Indigenous peoples,Not Reported,Not Reported,Not Reported,State Verified,905,BR-MS,BRA,BRA
